"","daf2chd7_rep1","daf2chd7_rep2","daf2chd7_rep3","daf2chd7_rep4","daf2chd7_rep5","daf2_rep1","daf2_rep2","daf2_rep3","daf2_rep4","daf2_rep5"
"C06A5.3",567,483,588,528,939,666,441,587,1025,496
"C06A5.6",9,7,8,57,23,80,36,97,57,38
"C06A5.8",40,32,33,58,48,109,47,89,51,39
"C06A6.2",369,373,448,381,577,389,282,343,583,289
"C06A6.4",362,358,364,294,559,460,339,387,494,270
"C06A6.7",36,71,86,67,86,116,268,161,263,119
"C06A8.6",3,2,5,3,2,1,3,4,5,3
"C06A8.8",190,180,134,106,229,123,157,121,160,44
"C06B3.1",6,3,5,0,10,6,2,3,6,1
"C06B3.16",2,5,5,2,14,7,19,10,18,1
"C06B3.6",6239,4881,5752,5013,7411,4740,5879,5206,5277,2583
"C06B3.7",87,57,65,54,77,60,62,59,85,33
"C06B8.11",1,0,1,1,0,0,2,0,2,0
"C06B8.2",17,18,12,11,13,3,3,1,4,1
"C06B8.3",0,0,0,1,1,2,1,1,0,0
"C06B8.7",149,156,174,132,219,102,113,159,104,48
"C06C3.10",26,19,19,18,20,8,8,11,20,9
"C06C3.12",25,35,30,25,40,10,16,18,31,16
"C06C3.3",14,9,4,6,16,10,7,9,18,13
"C06C3.4",11,10,3,2,12,2,7,1,9,6
"C06C3.7",1,4,2,1,0,1,2,1,0,0
"C06C3.8",4,0,5,1,4,4,1,3,2,1
"C06C3.9",14,15,9,6,14,5,7,11,10,5
"C06C6.1",1,0,0,1,0,0,0,0,0,0
"C06C6.6",1,0,0,0,1,0,0,0,0,1
"C06C6.7",2,1,0,0,1,2,3,1,4,8
"C06C6.8",17,20,7,4,9,14,15,10,7,2
"C06C6.9",8,5,4,1,5,11,8,4,4,0
"C06E1.1",75,85,113,88,244,264,286,232,313,213
"C06E1.11",12,21,11,10,20,24,14,16,26,15
"C06E1.7",9,5,5,3,1,0,1,1,1,0
"C06E1.9",777,698,568,502,692,746,489,521,542,331
"C06E2.1",57,70,58,46,151,28,42,35,96,36
"C06E2.2",0,0,1,0,1,0,1,0,0,0
"C06E2.5",26,21,8,15,16,20,16,9,19,6
"C06E2.9",1,0,0,0,0,0,0,0,1,0
"C06E4.2",33,38,38,21,66,32,50,40,40,23
"C06E4.3",19,17,12,15,26,24,14,18,27,8
"C06E4.5",0,0,0,0,2,4,2,1,1,0
"C06E4.6",2,6,2,4,9,2,5,5,9,4
"C06E4.8",201,216,137,137,271,82,107,105,88,40
"C06E7.2",570,617,693,538,686,338,337,353,477,264
"C06E7.4",64,70,92,68,123,80,80,99,120,57
"C06E7.88",107,151,143,82,235,7,85,78,30,20
"C06E8.5",395,451,345,257,338,197,133,149,152,70
"C06G1.1",83,93,58,65,108,27,31,21,57,29
"C06G1.2",8,7,7,12,17,15,22,37,40,21
"C06G3.5",2670,2651,2239,1839,3105,2706,2087,1918,3132,1801
"C06G3.6",752,749,907,671,1288,614,815,695,1128,599
"C06G3.8",138,116,77,111,142,133,146,167,139,78
"C06G4.1",121,114,110,135,167,216,144,225,253,143
"C06G4.4",13,12,6,4,13,4,3,9,9,2
"C06G4.6",0,0,0,0,0,0,1,0,1,0
"C06H2.2",268,302,302,202,476,290,312,298,467,215
"C06H2.7",76,85,87,51,76,209,209,192,221,87
"C06H5.11",1,2,2,3,5,9,18,15,6,1
"C06H5.12",1,1,6,4,13,23,41,50,13,4
"C06H5.13",1,1,3,1,1,3,5,4,4,0
"C06H5.14",1,4,5,4,10,16,21,23,12,3
"C06H5.6",284,240,236,213,400,540,358,392,448,277
"C06H5.8",99,100,87,72,109,94,80,66,81,46
"C07A12.18",3,2,4,4,5,4,3,4,6,2
"C07A12.2",18,12,24,18,41,54,56,48,89,56
"C07A12.7",1403,1291,1263,1173,1342,1045,641,784,1103,608
"C07A4.2",20,29,66,36,69,26,22,29,48,43
"C07A4.3",10,8,13,11,7,1,2,7,1,3
"C07A9.12",182,190,181,129,246,141,142,141,160,79
"C07A9.13",12,7,7,9,4,9,2,2,1,0
"C07A9.5",0,1,0,0,1,0,2,0,0,0
"C07A9.9",599,671,910,637,1392,770,556,518,1976,958
"C07B5.2",7,4,4,2,9,4,4,6,7,3
"C07B5.3",242,252,241,210,493,273,394,299,465,224
"C07B5.4",140,129,129,101,222,120,96,107,171,84
"C07B5.6",29,23,20,16,38,26,27,33,27,16
"C07B5.8",166,158,70,79,213,214,100,93,169,65
"C07C7.1",4,4,1,2,6,5,8,3,12,1
"C07C7.3",1,0,2,1,1,7,2,4,4,1
"C07D10.1",36,61,34,21,34,10,19,16,12,6
"C07D10.5",111,124,113,89,150,49,87,72,124,54
"C07D10.6",5,5,6,5,19,4,10,12,14,12
"C07D8.5",2,1,0,0,0,0,0,1,0,0
"C07D8.6",679,645,332,392,425,648,364,364,342,158
"C07E3.10",7,3,4,2,8,13,22,11,18,11
"C07E3.3",1068,1044,1332,946,1400,941,833,744,1015,587
"C07E3.4",0,2,2,1,0,2,0,0,1,1
"C07E3.8",4,5,13,3,6,10,11,12,26,17
"C07E3.9",53,68,44,49,83,167,143,139,165,105
"C07F11.2",1214,1672,1948,1684,3388,2494,4025,3762,3591,1927
"C07G1.15",32,36,10,23,26,36,16,7,3,1
"C07G3.10",19,25,40,25,104,210,289,204,472,242
"C07G3.15",16,10,18,12,56,15,29,37,76,47
"C07G3.8",2,7,5,1,14,14,6,9,7,7
"C07H4.1",383,496,457,371,766,561,767,558,730,337
"C07H6.4",948,902,846,803,1289,1104,892,1030,1421,743
"C07H6.9",10,8,9,4,7,15,12,15,6,4
"C08A9.10",24,17,23,56,4,76,295,288,66,46
"C08A9.3",120,113,101,95,220,94,55,58,176,84
"C08A9.6",31,22,25,18,29,35,36,49,52,25
"C08A9.8",2,3,6,2,5,2,3,9,7,4
"C08A9.9",1,1,2,2,3,8,5,5,11,6
"C08B11.8",137,126,149,104,175,126,122,137,162,97
"C08B11.9",254,221,207,192,252,287,155,176,254,144
"C08B6.10",607,519,481,364,437,201,192,140,120,75
"C08B6.11",97,121,65,58,95,100,114,105,133,62
"C08B6.14",0,0,0,0,0,1,0,0,3,0
"C08B6.2",14,18,16,12,13,28,20,33,35,16
"C08B6.3",63,93,64,39,47,23,23,27,28,19
"C08B6.4",1,1,3,0,4,1,0,0,1,0
"C08B6.5",1,0,1,0,0,1,0,0,0,0
"C08B6.6",0,1,1,0,1,0,0,0,0,0
"C08B6.8",260,271,212,166,352,317,378,386,405,225
"C08D8.1",294,290,231,201,468,821,714,698,517,252
"C08D8.7",37,39,33,30,45,15,28,29,22,13
"C08E3.1",4,6,3,2,2,1,9,2,10,2
"C08E3.13",14,21,12,12,30,8,16,21,24,10
"C08E8.1",10,2,8,1,19,6,1,1,1,0
"C08E8.10",951,858,876,842,1635,1214,860,902,1241,619
"C08E8.11",0,1,2,0,1,3,0,0,1,0
"C08E8.2",1,0,0,0,0,1,0,0,0,0
"C08E8.3",162,83,98,116,79,47,7,12,19,8
"C08E8.4",477,521,496,391,454,84,154,155,65,44
"C08E8.5",1,1,0,1,3,0,0,0,0,1
"C08E8.6",1,0,0,1,0,0,0,0,0,0
"C08E8.9",1,1,1,1,1,1,0,1,1,0
"C08F1.10",0,1,0,0,2,0,1,8,5,1
"C08F1.11",3,1,0,1,2,4,1,2,1,0
"C08F1.6",0,0,0,1,1,0,0,3,0,0
"C08F1.8",16,24,18,9,22,17,9,6,6,5
"C08F11.1",2,7,1,0,3,2,1,2,4,3
"C08F11.10",2,4,11,0,1,2,6,0,2,1
"C08F11.12",0,1,1,1,0,4,11,9,1,5
"C08F11.13",659,618,556,497,645,911,742,829,1367,631
"C08F11.17",5,9,5,10,3,2,3,3,1,1
"C08F11.3",81,105,71,42,60,35,61,35,22,16
"C08F11.7",15,5,11,20,16,22,7,14,8,8
"C08F8.2",432,388,412,359,642,457,358,477,619,352
"C08F8.3",19,11,14,52,25,124,62,145,80,64
"C08F8.6",0,1,0,0,1,2,0,0,1,0
"C08F8.9",56,63,70,69,105,100,65,72,131,54
"C08G5.6",94,102,73,73,106,134,189,137,79,48
"C08G5.7",294,175,311,227,356,272,206,241,351,184
"C08G9.1",1349,1603,1287,1015,1686,2382,2259,1823,1711,1058
"C08G9.2",19,11,4,2,18,10,9,11,8,7
"C08H9.1",77,113,105,91,235,208,196,236,343,150
"C08H9.15",163,137,127,95,189,55,37,41,89,48
"C08H9.16",178,176,213,176,286,200,212,248,236,142
"C08H9.18",1,3,2,1,8,5,3,0,5,2
"C08H9.3",165,141,191,161,272,182,137,190,248,157
"C09B7.2",228,216,205,149,314,203,256,181,291,143
"C09B8.3",6,6,1,2,3,3,12,3,2,4
"C09B8.4",28,34,56,49,113,186,257,276,322,206
"C09B8.5",57,60,75,67,109,84,86,72,108,62
"C09B8.8",13,26,11,13,25,28,40,36,49,18
"C09B9.1",85,111,116,91,124,76,82,99,109,52
"C09B9.4",4,3,0,1,3,3,0,0,0,1
"C09B9.7",1,2,0,0,2,2,0,0,0,0
"C09B9.85",1,0,1,0,3,0,1,0,0,0
"C09D4.1",853,903,1144,830,1696,1013,964,795,1242,754
"C09D4.2",1020,1086,686,595,815,1056,922,721,809,485
"C09D4.3",4,3,4,2,5,4,3,2,3,0
"C09D4.4",616,616,589,516,1007,662,606,747,863,455
"C09D4.6",1,0,0,0,1,0,1,0,0,0
"C09D4.9",3,5,2,0,6,5,9,14,5,1
"C09E7.10",33,33,25,25,39,27,31,33,23,11
"C09E7.4",207,167,173,167,206,191,99,118,225,136
"C09E7.5",4,2,5,3,4,2,3,3,4,0
"C09E7.7",284,305,241,208,347,257,219,284,393,207
"C09E7.8",181,162,169,154,330,202,124,170,222,131
"C09E8.1",428,428,566,397,682,487,515,484,684,392
"C09E9.1",270,232,292,237,390,312,238,272,489,227
"C09F12.2",4,15,2,3,17,1,0,5,3,3
"C09F12.3",2,2,1,0,2,0,0,1,0,2
"C09F5.1",638,614,730,566,974,336,387,366,534,313
"C09F5.3",27,24,16,7,30,16,7,17,19,4
"C09F9.1",1,2,0,0,1,1,2,1,0,1
"C09F9.2",54,51,63,35,173,15,31,22,16,11
"C09G1.2",1,0,1,1,4,2,0,1,0,0
"C09G1.3",0,0,0,0,1,1,0,2,0,0
"C09G1.4",259,241,207,164,320,238,171,170,261,165
"C09G1.5",12,10,18,10,21,13,11,11,13,4
"C09G12.17",0,1,0,2,1,2,2,4,2,0
"C09G4.4",40,53,51,26,84,37,47,53,65,38
"C09G5.13",89,97,94,76,147,58,65,60,106,46
"C09G5.7",1,2,0,1,1,4,2,3,1,1
"C09G9.1",1050,1083,1061,918,1022,764,799,845,911,469
"C09G9.3",0,1,1,1,0,2,3,2,1,0
"C09G9.5",126,96,83,65,106,46,72,61,61,31
"C09G9.8",1,1,0,0,0,0,2,2,1,0
"C09H10.10",221,227,246,200,407,287,231,294,264,139
"C09H10.4",13,10,10,9,11,6,7,5,3,2
"C09H10.5",756,812,770,654,1061,926,802,746,923,546
"C09H10.9",7,9,5,4,17,7,7,10,7,4
"C09H5.7",1,0,0,0,0,1,0,0,0,0
"C10A4.1",2,0,0,0,1,5,5,3,6,1
"C10A4.10",353,488,480,335,351,444,675,570,452,279
"C10A4.13",48,36,40,46,60,46,73,65,67,41
"C10A4.2",0,2,1,0,2,0,0,0,1,0
"C10A4.3",141,113,72,56,78,51,28,29,37,12
"C10A4.4",1,3,7,4,2,9,14,9,10,5
"C10A4.6",1,1,1,0,0,0,0,2,3,0
"C10A4.7",0,0,0,1,1,0,1,0,0,1
"C10A4.9",1,1,0,3,3,5,24,21,3,1
"C10B5.1",47,51,43,21,54,43,37,41,33,37
"C10B5.3",123,102,117,106,197,121,217,193,172,118
"C10C5.2",108,111,105,88,95,55,124,110,67,36
"C10C5.3",42,32,29,32,33,76,89,64,61,56
"C10C5.4",14,14,16,14,38,273,218,187,178,113
"C10C5.5",5,3,12,5,1,0,16,7,11,21
"C10C5.7",27,16,14,18,52,27,25,22,37,12
"C10C6.13",7,4,5,2,16,30,18,9,10,2
"C10C6.3",2,0,2,0,1,0,5,2,1,0
"C10C6.7",1,1,1,0,6,2,1,1,2,1
"C10E2.1",3,1,4,2,2,0,2,1,7,4
"C10E2.2",105,80,37,42,88,82,40,39,51,27
"C10E2.4",5,5,11,5,5,4,5,3,9,1
"C10E2.5",9,9,14,3,7,9,6,1,7,2
"C10F3.7",93,22,4,2,15,4,14,11,65,6
"C10G11.10",0,1,0,0,3,0,0,0,1,2
"C10G11.6",85,75,93,86,145,177,139,148,244,123
"C10G11.8",1,0,0,0,0,6,3,3,2,0
"C10G8.2",0,0,0,1,1,0,0,0,0,0
"C10G8.3",4,0,1,0,10,3,3,3,0,1
"C10G8.4",18,8,11,32,4,125,496,427,130,93
"C10G8.8",2605,2713,1752,1715,3118,1988,1722,1675,1629,759
"C10H11.7",2,1,3,3,9,2,0,5,4,1
"C11D2.3",16,15,8,6,7,22,10,21,38,30
"C11D2.4",137,136,177,166,229,256,277,260,343,211
"C11D2.7",717,603,524,472,800,670,519,455,685,328
"C11E4.6",522,489,574,434,886,577,708,802,1019,480
"C11E4.7",2,0,1,0,4,4,2,3,3,2
"C11E4.8",23,19,21,9,17,13,17,18,26,13
"C11G10.1",85,67,84,64,159,66,52,46,84,53
"C11G6.2",1,1,2,1,0,2,0,0,1,0
"C11H1.2",129,139,121,74,179,104,70,98,140,65
"C11H1.3",365,356,322,233,480,295,251,274,430,200
"C11H1.5",10,2,4,1,4,8,0,0,1,2
"C11H1.7",68,64,57,36,98,67,61,51,70,40
"C11H1.8",84,81,57,43,101,74,47,55,97,61
"C12D12.1",353,428,683,526,1360,568,873,757,1600,858
"C12D12.3",30,28,24,15,23,21,19,17,8,3
"C12D12.4",1,1,0,1,0,0,0,1,0,0
"C12D5.10",1,0,0,0,3,1,0,1,0,0
"C12D5.3",30,27,18,7,22,31,3,10,8,1
"C12D5.4",2,1,1,1,2,0,4,2,9,3
"C12D5.5",13,5,17,6,37,27,33,31,96,51
"C12D5.9",5,9,4,5,5,4,4,4,0,2
"C12D8.1",5374,4832,3858,3543,4355,5062,3141,3380,4501,2396
"C12D8.15",1,0,0,1,1,2,1,1,2,1
"C12D8.20",0,1,0,0,0,0,0,0,1,0
"C12D8.21",9,3,2,7,1,2,5,8,6,0
"C12D8.9",12,8,7,12,15,30,17,12,18,8
"C13A10.1",27,58,42,42,62,79,50,60,54,34
"C13A10.2",305,355,370,292,650,396,547,561,713,388
"C13A2.1",19,26,16,19,99,85,103,105,168,77
"C13A2.10",9,4,4,4,10,4,4,14,23,12
"C13A2.11",3,1,1,2,5,6,18,14,9,10
"C13A2.12",557,224,42,17,279,42,522,211,409,93
"C13A2.2",0,3,0,0,0,2,6,10,7,1
"C13A2.3",39,53,21,16,92,53,76,88,86,47
"C13A2.4",27,22,2,1,23,0,18,23,12,5
"C13A2.5",55,56,49,37,123,65,69,77,212,102
"C13A2.6",6,21,4,5,20,5,7,8,5,4
"C13A2.7",11,12,2,1,16,4,6,2,5,4
"C13A2.9",53,59,6,3,54,3,39,35,34,11
"C13B4.1",179,181,163,164,145,154,111,221,220,132
"C13B9.2",94,111,69,61,115,108,91,101,100,47
"C13C12.2",9,21,4,4,26,1,4,3,10,5
"C13C4.4",117,154,101,88,131,58,63,93,122,65
"C13C4.6",135,171,192,176,307,248,434,427,635,327
"C13C4.7",33,27,21,19,41,93,71,77,78,41
"C13C4.8",36,30,28,25,42,55,58,52,128,76
"C13E3.1",896,983,705,534,970,989,661,817,817,449
"C13F10.1",93,103,66,64,86,135,129,116,157,91
"C13F10.5",810,748,556,546,702,582,535,519,545,289
"C13F10.6",203,193,176,170,243,277,208,254,304,197
"C13F10.7",332,311,296,293,432,350,466,508,367,221
"C13G3.1",74,27,57,66,58,55,40,62,52,22
"C13G5.2",111,91,117,110,193,204,152,217,214,135
"C14A11.2",112,93,84,66,176,109,67,66,65,34
"C14A11.5",45,17,31,34,37,17,8,8,22,11
"C14A11.6",39,51,41,19,58,33,35,33,63,24
"C14A11.9",188,157,156,144,248,164,154,162,299,169
"C14A4.12",865,827,848,739,948,403,314,358,731,380
"C14A4.13",39,34,57,42,66,32,20,19,41,27
"C14A4.3",208,206,298,222,386,273,262,295,374,209
"C14A4.6",221,276,183,149,259,371,303,284,170,119
"C14A4.7",44,44,36,26,55,33,29,24,24,15
"C14A4.8",1,0,0,0,1,0,0,0,0,0
"C14A4.9",2,3,1,2,0,0,3,1,1,2
"C14A6.3",1,1,0,0,0,0,0,0,0,0
"C14A6.6",0,0,0,0,0,1,0,1,0,0
"C14A6.7",0,1,0,0,0,0,0,0,0,1
"C14B1.12",57,31,33,40,53,93,74,99,50,48
"C14B1.2",53,33,44,97,73,147,95,181,83,72
"C14B1.3",417,336,495,403,550,380,236,250,424,200
"C14B1.8",174,176,150,161,256,239,333,302,291,163
"C14B1.9",52,18,26,93,48,198,117,250,123,88
"C14B4.2",401,416,600,392,785,471,519,463,552,319
"C14B9.10",1900,1832,1464,1240,2128,2426,1891,1534,1880,1030
"C14B9.2",1585,1558,1542,1197,2269,1352,962,960,1539,787
"C14B9.3",98,89,118,75,119,31,48,41,54,35
"C14B9.8",467,520,535,391,636,553,539,686,901,433
"C14C10.1",5,1,3,0,4,4,1,4,5,3
"C14C10.2",121,111,103,99,185,120,124,137,174,94
"C14C10.5",1643,1553,1891,1588,2268,1535,1258,1712,2134,1034
"C14C11.1",0,0,1,0,0,0,1,1,1,0
"C14C11.2",15,21,8,18,24,35,19,42,28,24
"C14C11.4",2,2,0,1,4,2,0,2,3,1
"C14C11.7",102,102,100,87,257,201,213,190,244,104
"C14C6.13",0,0,0,0,0,3,0,0,0,2
"C14C6.2",1,2,1,1,2,2,1,2,0,0
"C14C6.3",15,14,14,14,5,0,0,0,0,0
"C14C6.5",2,2,1,3,50,2,2,1,2,2
"C14C6.8",0,1,0,0,0,1,0,0,0,0
"C14E2.3",1,1,0,0,2,0,0,0,0,0
"C14E2.4",2,1,2,0,0,3,1,0,0,0
"C14E2.5",1,0,0,0,0,0,0,0,1,0
"C14E2.6",1,1,0,1,0,1,0,0,0,0
"C14E2.7",4,1,1,0,2,1,0,0,3,0
"C14F11.4",75,36,67,60,78,57,21,49,60,26
"C14F11.6",70,103,54,34,471,7,34,24,43,23
"C14F11.7",5,4,4,4,1,3,6,4,11,0
"C14H10.2",688,676,449,344,638,473,288,334,165,109
"C14H10.3",385,371,446,338,565,355,285,356,708,337
"C15A11.2",14,10,13,8,8,8,9,2,9,5
"C15A11.4",4,2,3,2,13,1,13,14,5,2
"C15A11.7",2857,3576,2796,1948,3065,2123,1366,1293,980,511
"C15A7.2",60,62,66,46,91,65,84,104,92,43
"C15B12.1",270,308,278,213,288,590,390,401,368,245
"C15B12.2",36,50,33,17,30,4,22,18,11,13
"C15B12.3",0,1,0,0,1,1,3,1,3,0
"C15B12.4",365,387,315,255,450,394,334,345,483,222
"C15B12.8",66,74,70,56,98,74,47,53,52,35
"C15B12.9",4,14,5,5,14,3,13,13,9,4
"C15C6.1",7,13,4,4,23,4,21,8,12,11
"C15C6.2",0,0,2,0,2,0,0,1,1,0
"C15C6.3",501,519,612,518,893,560,488,618,950,476
"C15C6.4",95,69,65,59,133,80,78,96,100,53
"C15C7.4",277,306,373,315,704,269,255,294,694,353
"C15C7.5",426,448,400,317,774,808,691,531,567,343
"C15C7.6",2,9,0,2,5,8,3,4,6,1
"C15C7.7",222,194,179,112,234,308,280,273,282,115
"C15C8.4",506,476,518,431,838,617,597,536,588,331
"C15C8.5",103,108,105,80,174,95,104,101,111,85
"C15C8.6",107,140,122,81,165,109,118,76,145,67
"C15C8.7",281,307,274,193,436,250,257,244,346,167
"C15C8.8",1,4,0,0,2,3,2,3,1,0
"C15F1.1",96,104,101,58,71,26,41,36,26,13
"C15F1.2",33,55,23,13,142,20,27,31,20,12
"C15F1.5",27,14,11,11,12,96,51,38,45,15
"C15F1.8",9,5,6,8,12,15,5,19,14,4
"C15H11.1",10,6,4,13,8,6,2,3,1,2
"C15H11.10",1,0,0,0,1,1,0,1,0,0
"C15H11.11",23,20,17,16,15,26,19,14,21,9
"C15H11.13",0,0,0,0,2,0,0,1,0,0
"C15H7.3",0,0,0,0,0,0,1,0,0,1
"C15H7.4",8,7,2,2,25,6,6,6,12,16
"C15H9.2",10,16,2,7,9,15,3,11,5,3
"C15H9.3",3,4,4,1,4,3,1,3,2,0
"C15H9.4",1357,1332,1366,930,1122,1098,606,670,871,469
"C15H9.5",647,639,662,444,721,383,314,386,605,296
"C15H9.9",572,704,635,490,1122,1019,977,729,1022,503
"C16A11.10",10,6,4,5,8,15,8,25,18,10
"C16A11.2",274,307,296,262,417,325,356,383,410,223
"C16A11.3",12,11,7,13,21,42,32,52,22,12
"C16A11.4",99,71,70,98,99,234,130,222,191,67
"C16A11.5",13,4,6,13,9,22,7,31,14,8
"C16A11.7",3,4,3,7,19,1,6,5,15,6
"C16A3.2",71,59,69,56,104,108,120,184,129,68
"C16A3.4",12876,11445,7919,7393,11138,8688,5301,5179,5726,3370
"C16A3.5",1350,1230,1079,987,1759,1200,910,836,1363,774
"C16A3.6",21095,19384,12670,12214,19061,15590,12972,12016,13302,7177
"C16B8.2",22,17,10,15,13,33,17,17,34,14
"C16B8.3",805,694,637,617,906,808,460,508,1206,579
"C16B8.4",177,170,165,146,242,210,139,145,232,113
"C16C10.1",104,102,90,87,129,144,137,182,140,80
"C16C10.13",5,4,5,4,0,7,2,1,4,1
"C16C10.2",1028,946,791,656,986,847,674,684,707,387
"C16C10.4",249,226,211,220,285,294,318,309,294,180
"C16C10.8",5638,5420,3759,3322,6526,4320,4253,3514,3430,1945
"C16C10.9",1,2,2,0,0,3,2,2,0,0
"C16C2.4",888,824,836,712,1255,938,750,854,1063,598
"C16C4.1",5,3,3,3,9,8,5,4,11,1
"C16C4.17",10,15,5,5,15,14,13,8,37,0
"C16C4.18",7,6,5,9,9,9,10,10,8,2
"C16C8.11",27,27,24,25,30,61,38,53,40,22
"C16C8.12",16,2,7,15,19,37,32,45,17,18
"C16C8.13",14,9,7,10,8,21,16,28,10,14
"C16C8.14",22,16,13,18,17,61,32,62,32,17
"C16C8.16",63,50,28,43,66,101,78,151,61,45
"C16C8.17",1,3,0,0,0,2,0,1,0,0
"C16C8.18",2,7,2,7,10,1,3,4,10,4
"C16C8.20",4,2,0,2,5,10,10,17,2,8
"C16C8.21",0,1,0,0,2,1,2,2,0,0
"C16C8.22",2,0,0,0,1,2,0,0,0,0
"C16C8.4",31,12,18,43,26,91,88,177,75,45
"C16C8.5",27,17,20,22,32,52,35,63,25,17
"C16D2.1",12,9,5,8,13,8,6,12,24,11
"C16D2.2",23,27,30,28,66,40,72,47,74,44
"C16D2.3",0,0,0,0,0,0,0,1,1,0
"C16D6.1",4,3,4,5,7,7,6,7,8,5
"C16D6.3",1,0,0,1,0,0,0,0,1,0
"C16D9.1",22,14,19,7,39,7,3,7,14,3
"C16D9.3",2,7,5,4,6,2,3,0,6,2
"C16D9.4",217,276,166,117,183,175,199,191,117,55
"C16D9.5",2,1,0,0,5,0,0,0,3,0
"C16D9.6",74,95,77,67,117,57,56,53,93,29
"C16D9.8",3,0,1,1,6,2,2,1,4,0
"C16D9.9",90,79,86,64,133,91,87,72,82,40
"C16E9.1",3171,3300,3943,3202,5303,4303,3501,3449,6367,3410
"C16E9.2",223,250,177,150,298,186,160,153,325,171
"C16H3.3",469,361,412,378,683,263,253,241,678,362
"C17A2.2",0,0,0,0,1,0,0,0,0,1
"C17A2.3",1,0,0,0,0,0,1,0,0,0
"C17B7.10",23,16,11,10,8,5,11,8,3,1
"C17B7.12",83,84,89,27,33,32,156,84,25,25
"C17B7.14",1,2,2,0,1,1,0,0,0,0
"C17B7.15",162,225,174,106,87,120,192,172,75,43
"C17B7.3",4,3,2,1,1,1,1,2,0,0
"C17B7.4",35,29,24,14,24,4,5,13,2,3
"C17B7.5",125,228,348,277,968,61,166,188,434,213
"C17B7.8",5,9,9,8,14,0,3,0,1,0
"C17B7.9",1,0,2,0,2,0,1,1,2,0
"C17C3.1",1240,1055,1819,1491,2287,3249,2729,3604,4870,2936
"C17C3.11",2,0,0,0,0,0,0,1,0,0
"C17C3.24",0,0,0,0,0,2,0,0,1,0
"C17C3.3",166,212,250,195,610,193,487,337,690,308
"C17C3.5",5,4,0,4,11,10,9,7,3,1
"C17C3.6",3,1,2,3,5,14,7,5,1,0
"C17D12.5",2,2,2,7,4,5,0,2,3,2
"C17D12.7",67,58,75,79,91,133,100,161,108,72
"C17D12.9",0,1,0,1,0,3,0,1,0,0
"C17E4.1",1,3,0,0,0,5,2,6,10,5
"C17E4.10",1329,1132,1006,870,1382,1515,829,1069,1152,644
"C17E4.11",301,294,224,201,330,245,263,230,246,112
"C17E4.2",2,4,1,2,1,2,2,2,0,0
"C17E4.20",201,173,176,151,301,167,135,155,203,118
"C17E4.4",19,10,13,8,13,23,14,46,8,12
"C17E4.6",330,345,391,371,459,538,377,541,637,305
"C17E7.12",1,0,0,2,0,0,3,11,2,2
"C17E7.13",13,11,16,17,13,10,10,12,8,8
"C17E7.4",1,2,2,9,0,19,23,61,14,16
"C17E7.9",3,0,0,2,3,2,6,11,7,3
"C17F3.3",9,9,10,7,14,3,6,8,7,2
"C17F4.11",0,0,0,0,1,0,1,1,0,1
"C17F4.2",2,2,2,1,2,1,0,0,1,1
"C17F4.7",305,299,435,304,146,277,316,336,240,163
"C17F4.8",9,3,9,5,15,18,22,43,117,46
"C17G1.14",7,3,3,6,3,2,3,6,3,1
"C17G1.2",18,20,5,20,8,39,77,83,28,19
"C17G1.5",1031,1017,618,540,809,1225,791,762,784,410
"C17G10.1",193,162,254,198,385,298,247,303,399,226
"C17G10.10",10,15,28,16,30,49,104,73,107,64
"C17G10.13",156,92,108,141,176,174,119,192,227,133
"C17G10.2",218,240,295,229,466,337,323,300,434,214
"C17G10.3",2,2,1,0,3,6,3,10,5,1
"C17G10.6",126,167,292,152,161,147,205,195,315,165
"C17G10.7",802,989,632,497,1177,651,508,538,885,396
"C17H1.2",21,23,17,23,41,19,29,27,26,16
"C17H11.1",143,157,148,133,156,112,74,100,136,51
"C17H11.2",99,86,137,115,139,171,103,101,261,154
"C17H11.4",0,1,1,0,0,0,0,1,1,1
"C17H11.5",49,48,19,23,78,34,41,34,28,11
"C17H11.6",1186,1192,1120,791,1651,1196,1122,1175,1553,805
"C17H12.10",161,190,127,85,173,155,146,104,130,76
"C17H12.11",112,102,83,74,82,72,107,80,73,41
"C17H12.12",1,3,1,2,3,2,1,2,4,0
"C17H12.2",672,659,585,516,685,703,561,775,859,430
"C17H12.3",2,2,2,1,1,8,2,3,2,1
"C17H12.37",6,9,8,7,3,5,4,3,5,2
"C17H12.4",428,554,410,297,638,377,458,428,285,132
"C17H12.5",0,1,0,1,1,1,0,1,0,2
"C17H12.6",1,0,0,1,0,0,1,7,0,1
"C17H12.8",5,1,3,2,12,1,10,7,13,7
"C18A11.1",1567,1595,1188,1023,1762,1363,1411,1202,1269,686
"C18A11.2",71,65,57,41,120,61,49,40,55,30
"C18A11.3",3,3,1,1,16,5,9,6,11,3
"C18A11.4",1,0,0,0,2,0,0,0,0,0
"C18A11.6",0,1,0,0,2,0,0,0,0,0
"C18A3.1",81,66,55,58,101,35,49,36,41,34
"C18A3.11",0,1,0,0,0,0,3,2,1,2
"C18A3.3",482,489,548,457,761,636,460,522,819,418
"C18A3.7",0,0,0,0,0,2,2,2,1,0
"C18A3.9",13,15,13,14,19,12,13,12,18,13
"C18B10.6",8,15,6,3,18,21,13,11,19,8
"C18B12.1",1,0,0,1,0,1,0,0,0,0
"C18B12.4",1503,1482,1260,983,1585,1379,950,1074,1832,900
"C18B12.6",210,214,214,150,280,198,189,214,386,164
